i,x1[i],T1[i],P1[i],v1[i],rho1[i],alfa1[i],T3[i],P3[i],v3[i],rho3[i],alfa3[i],T2[i],T4[i]
520,0.26,970.876813411293,16099891.1125409,6.48363935670089,27.0018777679465,4481.14697336393,584.108653272724,14999339.9454829,10.3063711322581,6.17695369396327,3182.34439315823,825.556427770646,680.592889180484
521,0.2605,970.838710503736,16099890.8864572,6.48338499166119,27.0029371425971,4481.13689293773,584.705172695363,14999338.9079238,10.3168972002702,6.17065150509506,3182.89224616427,825.730274752326,681.074306395214
522,0.261,970.800660730744,16099890.6603238,6.48313098147377,27.0039951223208,4481.12682495649,585.300879529284,14999337.8708549,10.3274089315856,6.16437072052532,3183.43822110596,825.895844336161,681.292115961746
523,0.2615,970.762666058721,16099890.4341384,6.48287733927148,27.0050516520738,4481.11676940236,585.895169085903,14999336.8349559,10.3378956562336,6.15811760475364,3183.98232577496,826.068951962567,681.771013075282
524,0.262,970.724724326399,16099890.2079036,6.48262405062007,27.0061067916377,4481.10672625421,586.488646300974,14999335.7995482,10.3483680485349,6.15188568266774,3184.52456979152,826.233876163888,681.988155451788
525,0.2625,970.686837475682,16099889.981617,6.48237112848878,27.0071604866441,4481.09669549411,587.080710593222,14999334.7653071,10.3588155109913,6.14568115140277,3185.06496084822,826.406244803595,682.464540197308
526,0.263,970.649003369694,16099889.7552812,6.48211855860629,27.0082127962076,4481.08667710091,587.671962803939,14999333.7315585,10.3692486456778,6.13949760605788,3185.60350845002,826.570522901392,682.681011194777
527,0.2635,970.61122392613,16099889.5288938,6.48186635378013,27.0092636666269,4481.07667105659,588.261806434948,14999332.698973,10.3796569271417,6.13334117722995,3186.14022019171,826.742152931539,683.154891286943
528,0.264,970.573497032225,16099889.3024573,6.48161449990001,27.0103131563572,4481.06667733995,588.850838257183,14999331.6668811,10.3900508856371,6.12720552935525,3186.67510546447,826.905784225644,683.37068675829
529,0.2645,970.535824581746,16099889.0759695,6.48136300961367,27.0113612123571,4481.05669593293,589.438465831446,14999330.6359491,10.4004200673313,6.12109672730682,3187.2081717666,827.076676031647,683.84206989294
530,0.265,970.498204485762,16099888.8494328,6.48111186896998,27.0124078924298,4481.04672681426,590.025281882323,14999329.6055117,10.4107749310816,6.11500850399653,3187.73942837693,827.239659842317,684.057185732654
531,0.2655,970.460638614394,16099888.622845,6.48086109045876,27.0134531441858,4481.03676996582,590.610698005569,14999328.5762309,10.4211050942512,6.10894685937648,3188.26888269857,827.409813817592,684.52607958651
532,0.266,970.423124902267,16099888.3962085,6.48061066028622,27.0144970247839,4481.02682536632,591.19530290334,14999327.5474458,10.4314209447223,6.10290559398501,3188.79654389945,827.572149485096,684.740511730302
533,0.2665,970.385665196134,16099888.1695212,6.4803605907861,27.0155394824793,4481.01689299754,591.77851218241,14999326.5198139,10.4417121706319,6.09689064364485,3189.32241928873,827.741566030782,685.206923960681
534,0.267,970.348257453906,16099887.9427853,6.48011086832012,27.0165805737934,4481.00697283816,592.360910546331,14999325.4926789,10.4519890893075,6.09089587568407,3189.84651792488,827.903252914997,685.420668385131
535,0.2675,970.31090349924,16099887.7159988,6.47986150506778,27.0176202476188,4480.9970648699,592.941917589053,14999324.4666936,10.4622414592393,6.08492716257638,3190.36884702438,828.071932439682,685.884606629659
536,0.268,970.273601313064,16099887.4891639,6.47961248754453,27.0186585598468,4480.9871690714,593.522114039254,14999323.4412064,10.4724795276189,6.07897843761486,3190.88941553761,828.23296991969,686.097659351871
537,0.2685,970.236352696214,16099887.2622787,6.47936382777743,27.0196954599998,4480.97728542431,594.100923454317,14999322.4168655,10.4826931228704,6.07305551069364,3191.40823058959,828.400912839141,686.559131228209
538,0.269,970.199155652364,16099887.0353453,6.47911551243387,27.0207310033465,4480.96741390723,594.678922611681,14999321.3930238,10.4928924224665,6.06715238025797,3191.92530102402,828.56130031283,686.771488305464
539,0.2695,970.162011959797,16099886.8083617,6.47886755339029,27.0217651400318,4480.95755450173,595.255539008507,14999320.3703251,10.5030673243482,6.06127479438098,3192.44063387567,828.728507049729,687.230501411033
540,0.27,970.124919644673,16099886.5813301,6.47861993746423,27.0227979247087,4480.94770718641,595.831345494537,14999319.3481267,10.5132279366846,6.05541681585894,3192.95423788292,828.888243933403,687.442158940443
541,0.2705,970.087880462986,16099886.3542486,6.47837267638328,27.0238293081377,4480.93787194275,596.405773483153,14999318.3270679,10.5233642265179,6.049584131692,3193.46611999149,829.054714917082,687.898720852161
542,0.271,970.050892463122,16099886.1271194,6.47812575711342,27.024859344363,4480.9280487493,596.97939191985,14999317.3065104,10.5334862331274,6.0437708682377,3193.9762888358,829.213800645066,688.109674970325
543,0.2715,970.013957379046,16099885.8999403,6.47787919123513,27.0258879847533,4480.9182375875,597.551636110763,14999316.2870892,10.5435839922422,6.03798265216077,3194.4847512737,829.379536311245,688.56379324435
544,0.272,969.977073281113,16099885.6727138,6.47763296586109,27.0269152827513,4480.90843843586,598.123071120494,14999315.2681704,10.5536674746638,6.03221367260164,3194.99151583696,829.53797033551,688.774040127009
545,0.2725,969.940241881523,16099885.4454376,6.47738709242643,27.027941190327,4480.89865127575,598.69313612456,14999314.2503846,10.5637267843962,6.02646949661683,3195.49658929673,829.702971126041,689.225722298481
546,0.273,969.903461272341,16099885.2181142,6.47714155818883,27.0289657603282,4480.88887608565,599.262392329929,14999313.2331022,10.5737718241736,6.02074437536235,3195.99998008346,829.860752915814,689.435258160184
547,0.2735,969.866733144255,16099884.9907414,6.47689637443974,27.0299889453193,4480.87911284685,599.830282758226,14999312.2169496,10.5837927658639,6.01504381700369,3196.50169488275,830.025019278427,689.884511742982
548,0.274,969.830055610795,16099884.7633214,6.47665152858019,27.03101079756,4480.8693615378,600.397364781945,14999311.2013013,10.5937994445425,6.00936213395602,3197.00174202499,830.182148319821,690.093332836738
549,0.2745,969.79343034139,16099884.5358523,6.47640703175966,27.0320312702022,4480.85962213975,600.963085245641,14999310.1867794,10.6037820995326,6.00370477620097,3197.50012811141,830.345680707871,690.540165323235
550,0.275,969.75685547078,16099884.3083363,6.47616287152085,27.0330504149244,4480.8498946311,601.527997710402,14999309.1727629,10.6137504986577,5.99806611666716,3197.99686137362,830.502156503509,690.748267940183
551,0.2755,969.720332647389,16099884.0807714,6.47591905887293,27.0340681854591,4480.84017899303,602.091552820626,14999308.1598696,10.6236949482889,5.99245154784981,3198.49194832955,830.664955375727,691.192686801009
552,0.276,969.683860026923,16099883.8531597,6.47567558149862,27.0350846329102,4480.83047520392,602.654300348969,14999307.1474826,10.6336251494033,5.98685550245586,3198.98539711333,830.820777444379,691.400067270076
553,0.2765,969.647439237045,16099883.6254994,6.47543245026845,27.0360997115841,4480.82078324488,603.215694716682,14999306.1362156,10.643531475014,5.98128331618189,3199.47721416069,830.982843264625,691.842079953894
554,0.277,969.611068454187,16099883.3977925,6.47518965300355,27.0371134720166,4480.81110309426,603.776281930863,14999305.1254558,10.6534235596554,5.97572948078834,3199.96740750953,831.138011140838,692.048734641462
555,0.2775,969.574749285493,16099883.1700371,6.47494720043743,27.0381258690816,4480.80143473312,604.335520166726,14999304.1158127,10.663291842579,5.97019927585147,3200.45598351447,831.299344377862,692.488348574734
556,0.278,969.538479927879,16099882.9422354,6.47470508052802,27.0391369527533,4480.79177813976,604.893951688588,14999303.1066779,10.6731458922781,5.96468725147069,3200.94295011837,831.453857611603,692.694273884307
557,0.2785,969.502261968217,16099882.7143854,6.47446330387341,27.0401466784663,4480.78213329519,605.45103840283,14999302.0986565,10.6829762138403,5.9591986317709,3201.42831359586,831.614458738799,693.131496471079
558,0.279,969.466093623666,16099882.4864892,6.47422185856677,27.0411550956397,4480.77250017768,606.00731885367,14999301.0911442,10.6927923101182,5.9537280244859,3201.91208179598,831.768316895098,693.336688842952
559,0.2795,969.429976461065,16099882.2585451,6.47398075507237,27.0421621602624,4480.76287876817,606.562258655957,14999300.0847422,10.7025847516349,5.94828059894906,3202.39426091439,831.928186390268,693.771527464636
560,0.28,969.393908717582,16099882.0305549,6.47373998161701,27.0431679212046,4480.75326904492,607.116392656396,14999299.0788502,10.7123629760009,5.94285101983392,3202.87485870752,832.081389048865,693.975983375565
561,0.2805,969.357891940257,16099881.802517,6.47349954853275,27.0441723350031,4480.74367098879,607.6691901557,14999298.0740653,10.722117618776,5.93744440233306,3203.35388129313,832.240527393984,694.408445390732
562,0.281,969.321924386037,16099881.5744333,6.47325944417848,27.0451754499859,4480.73408457801,608.221182325549,14999297.0697913,10.7318580527251,5.93205546737477,3203.83133633621,832.39307414898,694.612161353603
563,0.2815,969.286007582396,16099881.346302,6.47301967875558,27.046177223231,4480.72450979339,608.771842130014,14999296.0666211,10.7415749780478,5.92668927665279,3204.30722987764,832.55148182996,695.042254097779
564,0.282,969.250139805831,16099881.1181251,6.47278024075348,27.0471777025301,4480.71494661313,609.321697088142,14999295.0639628,10.7512777030588,5.92134060667469,3204.78156949214,832.703372289475,695.245226661283
565,0.2825,969.214322564479,16099880.8899008,6.47254114024446,27.0481768454967,4480.70539501799,609.870223804954,14999294.062405,10.7609569922016,5.91601446626851,3205.25436114473,832.861049795938,695.672957446746
566,0.283,969.178554154158,16099880.6616312,6.47230236584699,27.0491746993922,4480.69585498614,610.417946169156,14999293.0613601,10.770622089734,5.9107056868551,3205.72561232103,833.012283581761,695.875183195052
567,0.2835,969.142836063901,16099880.4333144,6.47206392750573,27.0501712223592,4480.68632649826,610.964344404406,14999292.0614125,10.7802638239503,5.90541922502131,3206.19532891118,833.169231406809,696.300559310641
568,0.284,969.107166608622,16099880.2049525,6.47182581396669,27.0511664611352,4480.6768095325,611.50993879127,14999291.0619785,10.7898913754428,5.90014996644445,3206.66351831284,833.319808154069,696.502034863076
569,0.2845,969.071547258472,16099879.9765436,6.47158803504844,27.0521603743855,4480.66730406951,612.054213149827,14999290.0636388,10.7994956359644,5.89490281608629,3207.13018634229,833.476026794057,696.925063573998
570,0.285,969.03597634724,16099879.7480897,6.47135057962304,27.0531530083297,4480.65781008738,612.597684174599,14999289.0658135,10.8090857228319,5.88967271323289,3207.5953403103,833.625946150883,697.125785584719
571,0.2855,969.000455326419,16099879.5195891,6.47111345738444,27.0541443221499,4480.64832756672,613.139839259972,14999288.0690793,10.8186525908667,5.88446451182866,3208.0589859603,833.781436105197,697.546474132367
572,0.286,968.964982548453,16099879.2910437,6.47087665732931,27.0551343615535,4480.6388564856,613.681191536425,14999287.0728604,10.8282052944983,5.87927320412961,3208.52113051729,833.930697732387,697.746439290046
573,0.2865,968.929559446398,16099879.0624518,6.47064018902846,27.0561230862337,4480.62939682455,614.221231950632,14999286.0777294,10.837734851228,5.87410359366234,3208.98177965278,834.085459503223,698.164794891817
574,0.287,968.894184391135,16099878.8338153,6.47040404160168,27.0571105413918,4480.61994856163,614.760470090932,14999285.0831145,10.8472502529846,5.86895072502284,3209.44094050711,834.234063073919,698.363999919318
575,0.2875,968.858858797502,16099878.6051326,6.47016822449813,27.0580966872256,4480.61051167732,615.298400434366,14999284.0895844,10.8567425795625,5.86381935191133,3209.89861868083,834.388097166061,698.780029768438
576,0.288,968.823581054602,16099878.3764054,6.46993272695928,27.059081568436,4480.60108614964,615.835529048938,14999283.0965712,10.8662207607742,5.85870457064248,3210.3548212307,834.53604236542,698.978471422501
577,0.2885,968.788352559267,16099878.1476322,6.46969755831404,27.0600651457202,4480.59167195902,616.371353920234,14999282.1046397,10.8756759383224,5.85361108567362,3210.80955368723,834.689349286026,699.392182687853
578,0.289,968.753171718614,16099877.9188148,6.46946270792419,27.0610474632844,4480.58226908346,616.906377617629,14999281.1132259,10.8851169802866,5.84853404442527,3211.26282302466,834.836635810903,699.589857758779
579,0.2895,968.718039911682,16099877.6899516,6.46922818499981,27.0620284823189,4480.57287750333,617.440101613528,14999280.1228905,10.8945350898942,5.84347810268757,3211.71463470442,834.989216069289,700.001257584738
580,0.29,968.682955563389,16099877.4610443,6.46899397902156,27.063008246541,4480.56349719661,617.973025000289,14999279.1330737,10.9039390738728,5.83843845838246,3212.16499561925,835.135843627915,700.198162896073
581,0.2905,968.647920035195,16099877.2320914,6.46876009908212,27.0639867176287,4480.55412814361,618.504652715507,14999278.1443323,10.913320196593,5.83341971920082,3212.61391116242,835.287697735343,700.607258402343
582,0.291,968.61293176961,16099877.0030948,6.46852653477965,27.0649639388159,4480.54477032229,619.035480396035,14999277.1561102,10.9226872038102,5.82841713296986,3213.06138814623,835.433666047013,700.803390810567
583,0.2915,968.577992110721,16099876.7740527,6.46829329509078,27.0659398722624,4480.5354237129,619.565016423131,14999276.1689604,10.9320314206584,5.82343525984158,3213.50743189667,835.584794516478,701.210189092024
584,0.292,968.543099518426,16099876.544967,6.46806036972981,27.0669145607245,4480.52608829339,620.093752999552,14999275.1823306,10.9413615322984,5.81846939696039,3213.95204914662,835.730103311236,701.40554548624
585,0.2925,968.508255319645,16099876.3158361,6.46782776755873,27.0678879668382,4480.51676404396,620.621201928788,14999274.19677,10.9506689242495,5.81352405749231,3214.39524515568,835.880506657261,701.810053612776
586,0.293,968.473457991464,16099876.0866618,6.4675954784066,27.0688601328876,4480.50745094251,621.147852000818,14999273.2117302,10.9599622214542,5.80859458731885,3214.83702657833,836.025155675594,702.004630914399
587,0.2935,968.438708843835,16099875.8574426,6.46736351102212,27.0698310219795,4480.4981489692,621.673218420033,14999272.2277565,10.9692328694405,5.80368545316563,3215.27739860866,836.174834414018,702.406855930779
588,0.294,968.404006370833,16099875.6281801,6.46713185534781,27.0708006759311,4480.48885810193,622.197786584844,14999271.2443044,10.9784894333068,5.79879204907906,3215.71636782373,836.318823406549,702.60065109323
589,0.2945,968.369351865644,16099875.3988729,6.46690052002037,27.0717690583144,4480.47957832078,622.721075079313,14999270.2619153,10.9877234182154,5.79391879588263,3216.15393935301,836.467778054329,703.000600018939
590,0.295,968.334743839131,16099875.1695226,6.46666949509446,27.0727362104854,4480.47030960362,623.243565931404,14999269.2800485,10.9969433297933,5.78906113522315,3216.59011969712,836.611106781511,703.193610027339
591,0.2955,968.300183567916,16099874.9401279,6.46643878909615,27.0737020964758,4480.46105193052,623.764781083709,14999268.2992416,11.006140732464,5.78422344255322,3217.02491392174,836.759337856513,703.591289856446
592,0.296,968.265669579452,16099874.7106903,6.46620839219091,27.0746667571855,4480.4518052793,624.285199214765,14999267.3189578,11.0153240727539,5.77940120656318,3217.45832845204,836.902006088335,703.783511727312
593,0.2965,968.231203133993,16099874.4812084,6.46597831279548,27.0756301571008,4480.44256962997,624.804345604661,14999266.3397308,11.0244849739765,5.77459875785883,3217.89036829076,837.049514109135,704.178929428332
594,0.297,968.196782775388,16099874.2516839,6.46574854118483,27.0765923366707,4480.43334496035,625.322695603426,14999265.3610275,11.0336318239269,5.76981163162471,3218.32103978856,837.19152162482,704.370360209272
595,0.2975,968.162409747718,16099874.0221152,6.4655190856677,27.0775532608307,4480.42413125039,625.839777807706,14999264.3833782,11.0427563044394,5.76504411413707,3218.75034788608,837.338307110506,704.763522725035
596,0.298,968.128082611038,16099873.7925042,6.46528993662729,27.0785129695843,4480.41492847788,626.356064259845,14999263.4062532,11.0518667449447,5.76029178653264,3219.17829886042,837.479653698217,704.954159494449
597,0.2985,968.093802593444,16099873.5628493,6.46506110226558,27.0794714283109,4480.40573662274,626.871086852209,14999262.430179,11.0609548854302,5.75555889126855,3219.60489759094,837.625717168189,705.345073741966
598,0.299,968.05956827101,16099873.3331521,6.46483257307274,27.0804286765734,4480.39655566273,627.385314340177,14999261.4546299,11.0700289973283,5.75084105489901,3220.0301502821,837.766402624739,705.534913608747
599,0.2995,968.025380856036,16099873.1034113,6.46460435714528,27.0813846801902,4480.38738557771,627.898281891096,14999260.4801286,11.0790808784133,5.74614247656575,3220.4540617528,837.911744598516,705.923586479092
600,0.3,967.991238940428,16099872.8736285,6.4643764450791,27.0823394782886,4480.37822634544,628.410454994006,14999259.5061531,11.0881187424831,5.74145882771286,3220.8766381358,838.051768729076,706.112626582327
601,0.3005,967.957143720877,16099872.6438022,6.46414884486645,27.0832930371209,4480.36907794572,628.92137207059,14999258.5332224,11.0971344447349,5.7367942646638,3221.29788419033,838.1963897261,706.499064940508
602,0.301,967.923093804935,16099872.4139341,6.46392154720773,27.0842453953841,4480.35994035628,629.431495364077,14999257.560818,11.1061361416941,5.73214450323201,3221.71780597833,838.335752343917,706.687302449182
603,0.3015,967.889090373871,16099872.1840227,6.4636945599922,27.0851965197588,4480.35081355689,629.940366529944,14999256.5894555,11.1151157456183,5.72751365741328,3222.13640820017,838.479652883359,707.07151313403
604,0.302,967.855132050699,16099871.9540697,6.46346787402352,27.0861464485169,4480.34169752525,630.448444586036,14999255.61862,11.124081356121,5.72289748687679,3222.55369684787,838.618353809468,707.258945246734
605,0.3025,967.821220001449,16099871.7240737,6.46324149708916,27.0870951487626,4480.33259224107,630.955274401177,14999254.6488233,11.1330249421595,5.71830006377488,3222.96967656371,838.761534410039,707.640935070786
606,0.303,967.787352864416,16099871.4940363,6.46301542009485,27.0880426583472,4480.32349768205,631.461311788159,14999253.6795543,11.141954546794,5.7137171911257,3223.38435327069,838.899573472985,707.82755901542
607,0.3035,967.75353179057,16099871.2639561,6.46278965072749,27.0889889447938,4480.31441382787,631.966104808807,14999252.7113212,11.1508621953224,5.709152899716,3223.79773155376,839.042034652748,708.207334764808
608,0.304,967.719755433311,16099871.0338346,6.46256417999368,27.089934045538,4480.30534065617,632.47010609109,14999251.7436162,11.1597558746086,5.70460303541283,3224.20981726776,839.179411688304,708.393147798294
609,0.3045,967.686024928727,16099870.8036706,6.46233901548092,27.0908779285168,4480.2962781466,632.972866869588,14999250.7769443,11.1686276659338,5.70007158810906,3224.62061494109,839.321153964482,708.770716232642
610,0.305,967.652338945146,16099870.5734655,6.46211414829552,27.0918206307548,4480.28722627678,633.474836607579,14999249.8108012,11.1774855003211,5.69555444602718,3225.0301303613,839.457868815375,708.955715640633
611,0.3055,967.618698603952,16099870.3432181,6.46188958592677,27.0927621205982,4480.27818502631,633.975569692247,14999248.8456881,11.1863215146794,5.69105555863173,3225.43836800094,839.59889270417,709.331083492948
612,0.306,967.585102588224,16099870.1129298,6.46166531957949,27.0937024346655,4480.26915437281,634.475512442214,14999247.8811044,11.1951435845443,5.6865708560137,3225.84533358115,839.734945219806,709.515266589541
613,0.3065,967.551552004815,16099869.8825994,6.46144135664595,27.0946415417073,4480.26013429581,634.974222377218,14999246.9175478,11.2039439020987,5.68210424766881,3226.2510315194,839.875251236209,709.88844056612
614,0.307,967.518045551383,16099869.6522283,6.46121768842833,27.0955794779405,4480.25112477292,635.472142691161,14999245.9545211,11.2127302877423,5.67765170507606,3226.65546747121,840.010641272404,710.071804693569
615,0.3075,967.484584320427,16099869.4218153,6.460994322223,27.0965162125153,4480.24212578364,635.968834016383,14999244.9925187,11.2214949885803,5.67321709821594,3227.05864579971,840.150229930015,710.442791473898
616,0.308,967.451167024011,16099869.1913619,6.46077124942838,27.097451781252,4480.23313730554,636.464736441902,14999244.0310467,11.2302457702264,5.6687964394812,3227.46057209564,840.284957348721,710.625334002331
617,0.3085,967.417794740447,16099868.9608668,6.4605484772461,27.0983861536956,4480.22415931808,636.959413692806,14999243.0705961,11.2389749343575,5.66439355978485,3227.8612506685,840.423829159564,710.994140238994
618,0.309,967.38446619604,16099868.7303314,6.46032599716967,27.0993193652743,4480.21519179881,637.453302772971,14999242.1106765,11.24769019215,5.66000451196542,3228.26068704509,840.557893828607,711.175858566129
619,0.3095,967.351182455081,16099868.4997545,6.4601038163071,27.1002513859233,4480.20623472716,637.945970480474,14999241.1517754,11.2563838995038,5.65563308831039,3228.65888548198,840.696049302953,711.542490884718
620,0.31,967.31794225795,16099868.2691376,6.45988192624588,27.1011822506833,4480.19728808065,638.437850753693,14999240.1934058,11.2650637135043,5.65127538164221,3229.0558514428,840.829451095764,711.723382435585
621,0.3105,967.284746655084,16099868.0384794,6.4596603340015,27.1021119298754,4480.18835183866,638.928513444038,14999239.2360518,11.2737220439279,5.64693514605912,3229.45158913191,840.966890741949,712.087847434613
622,0.311,967.251594400773,16099867.8077813,6.45943903125435,27.103040458157,4480.17942597871,639.418389443928,14999238.2792299,11.2823664941138,5.64260851391165,3229.8461039506,841.099629537306,712.267909661271
623,0.3115,967.218486531765,16099867.5770422,6.45921802492849,27.1039678062304,4480.17051048012,639.907051638548,14999237.3234206,11.2909895273695,5.63829920153948,3230.23940005168,841.236353861552,712.630213912091
624,0.312,967.185421816094,16099867.3462634,6.45899730679613,27.1048940083744,4480.1616053204,640.394927893805,14999236.368144,11.2995986936312,5.63400338037135,3230.63148277488,841.368429543318,712.809444293354
625,0.3125,967.152401276984,16099867.1154438,6.45877688369098,27.1058190356682,4480.15271047883,640.881594109196,14999235.4138772,11.3081865093944,5.62972472941354,3231.02235622216,841.504439049559,713.169594340077
626,0.313,967.119423696052,16099866.8845847,6.45855674747597,27.1067429220163,4480.14382593288,641.367475143467,14999234.4601435,11.3167604715335,5.62545945872894,3231.41202567245,841.63585150642,713.347990381235
627,0.3135,967.086490083157,16099866.653685,6.45833690489556,27.1076656388702,4480.13495166182,641.852149891063,14999233.5074168,11.3253131493902,5.6212112104102,3231.80049517754,841.771146696126,713.705992740653
628,0.314,967.053599233342,16099866.422746,6.45811734790233,27.1085872197645,4480.12608764309,642.336040222815,14999232.5552238,11.333851987117,5.6169762327161,3232.18776995633,841.901895821341,713.883551973201
629,0.3145,967.020752143257,16099866.1917667,6.45789808315254,27.1095076365189,4480.11723385591,642.818728008851,14999231.6040349,11.3423696065616,5.61275813124001,3232.5738540111,842.036477193341,714.239413134717
630,0.315,966.987947621213,16099865.9607482,6.45767910268738,27.1104269223023,4480.10839027771,643.300632151243,14999230.6533801,11.3508733994927,5.608553192004,3232.95875250147,842.166562884485,714.416133116081
631,0.3155,966.955186650813,16099865.7296896,6.45746041307596,27.111345049298,4480.09955688767,643.781337476635,14999229.7037266,11.359356039926,5.6043649845113,3233.34246938086,842.300430934794,714.769859541631
632,0.316,966.922468053477,16099865.4985921,6.45724200644702,27.1122620503137,4480.0907336632,644.261259937392,14999228.7546077,11.3678248675823,5.60018983212025,3233.72500975036,842.429853093505,714.945737854898
633,0.3165,966.889792799912,16099865.2674547,6.45702388928356,27.1131778978922,4480.08192058342,644.739987297602,14999227.8064873,11.3762726083088,5.59603126864785,3234.10637751519,842.563008315156,715.29733597889
634,0.317,966.857159724498,16099865.0362785,6.45680605380087,27.1140926244839,4480.07311762575,645.217932578886,14999226.858902,11.3847065501131,5.59188565436724,3234.48657771864,842.691766846888,715.47237023254
635,0.3175,966.824569785201,16099864.8050626,6.45658850639684,27.115006202987,4480.06432476927,645.6946864638,14999225.9123123,11.3931194703391,5.58775648780793,3234.86561421834,842.824209729756,715.821846461786
636,0.318,966.792021829203,16099864.5738083,6.45637123937229,27.1159186654988,4480.05554199135,646.170659062081,14999224.9662583,11.4015186056139,5.58364016574181,3235.24349200053,842.952304543528,715.996034289421
637,0.3185,966.759516801883,16099864.3425144,6.45615425904102,27.1168299852689,4480.04676927107,646.645443955881,14999224.021197,11.409896784445,5.57954015180468,3235.62021487588,843.084035574162,716.343395003077
638,0.319,966.727053563077,16099864.1111822,6.45593755778836,27.1177401940454,4480.03800658577,647.119448361814,14999223.0766718,11.4182611924102,5.57545287885641,3235.99578777429,843.211466582311,716.516734063159
639,0.3195,966.694633045723,16099863.8798107,6.45572114184504,27.118649265425,4480.02925391447,647.592268742847,14999222.1331367,11.4266047088494,5.57138177602788,3236.37021446011,843.342486243766,716.861985612662
640,0.32,966.662254122163,16099863.6484012,6.45550500367991,27.1195572308111,4480.02051123451,648.064309441144,14999221.1901381,11.4349344686203,5.56732331186149,3236.74349980758,843.469253361707,717.03447358825
641,0.3205,966.629917713042,16099863.4169525,6.45528914944159,27.1204640641433,4480.01177852486,648.535169781803,14999220.2481267,11.4432434015654,5.56328088136704,3237.11564753533,843.599562133374,717.377622297264
642,0.321,966.597622703062,16099863.1854659,6.45507357168148,27.1213697964841,4480.00305576286,649.005251251106,14999219.3066523,11.45153859215,5.55925098836922,3237.48666246265,843.725665279353,717.549256895749
643,0.3215,966.565370000722,16099862.9539405,6.45485827646708,27.1222744021121,4479.99434292745,649.4741560177,14999218.3661624,11.4598130203916,5.55523699413577,3237.85654826309,843.855263636793,717.890309060114
644,0.322,966.533158502936,16099862.7223774,6.45464325643135,27.1231779117531,4479.98563999591,649.942282730458,14999217.4262098,11.468073720689,5.55123543737852,3238.22530970166,843.980702731648,718.06108801296
645,0.3225,966.5009891062,16099862.4907756,6.45442851756165,27.1240803000206,4479.97694694717,650.409236383089,14999216.487239,11.4763137229083,5.54724964599741,3238.59295040738,844.109591146427,718.400049900635
646,0.323,966.468860719501,16099862.2591363,6.45421405257152,27.1249815973073,4479.9682637585,650.875412805434,14999215.548806,11.4845400117061,5.54327619320129,3238.95947509171,844.234366113349,718.56997096312
647,0.3235,966.436774227474,16099862.0274585,6.45399986736914,27.1258817785581,4479.95959040877,651.34041979787,14999214.611352,11.4927456664726,5.53931837389191,3239.32488733972,844.36254505287,718.90684881414
648,0.324,966.404728551032,16099861.7957435,6.45378595474771,27.1267808738365,4479.95092687524,651.80465038949,14999213.6744362,11.5009376224448,5.53537279538997,3239.68919180996,844.486655817164,719.0759097651
649,0.3245,966.372724563094,16099861.5639902,6.45357232053713,27.1276788584146,4479.94227313676,652.267715169044,14999212.7384967,11.5091090082142,5.53144271996397,3240.05239204417,844.614125744507,719.410709791529
650,0.325,966.34076119636,16099861.3321999,6.45335895760934,27.1285757620308,4479.93362917055,652.730004383061,14999211.8030957,11.5172667099191,5.52752478866621,3240.41449264865,844.737572233356,719.5789084331
651,0.3255,966.308839312168,16099861.1003715,6.45314587171689,27.1294715602805,4479.92499495542,653.191131390467,14999210.8686684,11.5254039050311,5.52362223149232,3240.77549712234,844.864333607111,719.911636818987
652,0.326,966.276957854867,16099860.8685062,6.45293305580953,27.1303662825806,4479.9163704686,653.651483673317,14999209.93478,11.533527430909,5.51973172285077,3241.13541001996,844.987115749346,720.078970976355
653,0.3265,966.245117674355,16099860.6366031,6.4527205155634,27.1312599048464,4479.90775568885,654.110677342606,14999209.0018625,11.5416305135851,5.51585646082021,3241.49423479825,845.113169023449,720.409633877692
654,0.327,966.213317726492,16099860.4046634,6.45250824400511,27.1321524561769,4479.89915059336,654.56909713391,14999208.0694843,11.5497199419563,5.51199315279459,3241.85197596095,845.235286749312,720.57610139884
655,0.3275,966.181558849869,16099860.172686,6.4522962467353,27.1330439128033,4479.89055516088,655.026361892291,14999207.1380744,11.5577889902977,5.50814496528703,3242.20863692316,845.36063237289,720.904704943529
656,0.328,966.149840011722,16099859.9406721,6.45208451685657,27.1339343035107,4479.88196936859,655.482853624739,14999206.2072041,11.5658443993601,5.50430863831096,3242.56422213833,845.482085613804,721.070303698985
657,0.3285,966.118162039471,16099859.7086209,6.45187305989494,27.1348236048425,4479.87339319518,655.938193892471,14999205.2772994,11.5738794913456,5.50048730716107,3242.91873498041,845.606724031006,721.396853986796
658,0.329,966.086523911594,16099859.4765333,6.45166186902807,27.1357118452736,4479.86482661782,656.392761991701,14999204.3479348,11.5819009591728,5.49667774410887,3243.27217985318,845.727512719345,721.561581869388
659,0.3295,966.054926444472,16099859.2444086,6.45145094970829,27.1365990016557,4479.85626961517,656.846182181979,14999203.419533,11.5899021726565,5.4928830535734,3243.62456009004,845.851444369187,721.88608497193
660,0.33,966.023368627691,16099859.0122478,6.45124029518744,27.1374851021571,4479.84772216437,657.29883106645,14999202.4916716,11.5978897771956,5.4891000397274,3243.97588004568,845.97156843805,722.049939896535
