i,x1[i],Tcc,Calor cambra,Calor extreta pel fluid,Calor intercanviada amb l'aire exterior,T3[i],P3[i],v3[i],rho3[i],alfa3[i],T2[i],T4[i],Temps execucio (s)
0,0,1327.93862031585,132802.434673153,132801.978892586,0.455780566765824,200,15000000,1.5848191492551,18.1846395481194,1051.72891493178,630.713848377118,210.981098278622,0.0363759994506836
1,0.015625,1327.93862031585,132802.434673153,132801.978892586,0.455780566765824,206.68881702137,14999997.1443894,1.6378222875606,17.5961489821251,1055.63327623387,632.497906359246,214.044253833816,0.0363759994506836
2,0.03125,1327.93862031585,132802.434673153,132801.978892586,0.455780566765824,213.231563223083,14999994.2755622,1.68966796793431,17.056229700202,1059.41557577108,635.035601437938,218.675870372673,0.0363759994506836
3,0.046875,1327.93862031585,132802.434673153,132801.978892586,0.455780566765824,219.674968347496,14999991.3835661,1.74072648216924,16.5559410242598,1063.09674945827,637.890599574767,224.099326163465,0.0363759994506836
4,0.0625,1327.93862031585,132802.434673153,132801.978892586,0.455780566765824,226.042982186955,14999988.4634136,1.79118761123578,16.0895289791995,1066.68766550527,640.878750374936,229.910984863234,0.0363759994506836
5,0.078125,1327.93862031585,132802.434673153,132801.978892586,0.455780566765824,232.348343928544,14999985.5125561,1.84115230201771,15.6528957145904,1070.19441366697,643.922634535901,235.901447097247,0.0363759994506836
6,0.09375,1327.93862031585,132802.434673153,132801.978892586,0.455780566765824,238.598206122119,14999982.5296572,1.8906772322532,15.2428793696405,1073.62083170027,646.989821108673,241.962511179575,0.0363759994506836
7,0.109375,1327.93862031585,132802.434673153,132801.978892586,0.455780566765824,244.79689535254,14999979.5139907,1.9397966864107,14.8568997875169,1076.96971220953,650.066742062602,248.038658759206,0.0363759994506836
8,0.125,1327.93862031585,132802.434673153,132801.978892586,0.455780566765824,250.947279699311,14999976.465143,1.98853339159465,14.4927739709969,1080.2433756845,653.147683141047,254.101755987727,0.0363759994506836
9,0.140625,1327.93862031585,132802.434673153,132801.978892586,0.455780566765824,257.051452266562,14999973.3828644,2.03690393391595,14.1486127540419,1083.44393839537,656.230168956241,260.137873518408,0.0363759994506836
10,0.15625,1327.93862031585,132802.434673153,132801.978892586,0.455780566765824,263.111076354827,14999970.2669943,2.08492149367342,13.8227578667168,1086.5734336355,659.313041778583,266.140431723682,0.0363759994506836
11,0.171875,1327.93862031585,132802.434673153,132801.978892586,0.455780566765824,269.127562077033,14999967.117423,2.13259724487965,13.513740134175,1089.63386304217,662.395669310388,272.106644496764,0.0363759994506836
12,0.1875,1327.93862031585,132802.434673153,132801.978892586,0.455780566765824,275.102158479069,14999963.9340718,2.17994108523512,13.2202494706654,1092.62721518315,665.477622521657,278.035680781009,0.0363759994506836
13,0.203125,1327.93862031585,132802.434673153,132801.978892586,0.455780566765824,281.036003046321,14999960.7168823,2.22696202842371,12.9411119769115,1095.55546937276,668.558547357977,283.927717444348,0.0363759994506836
14,0.21875,1327.93862031585,132802.434673153,132801.978892586,0.455780566765824,286.930149549062,14999957.4658112,2.27366842476272,12.6752716729876,1098.42059329279,671.638115034762,289.783450250431,0.0363759994506836
15,0.234375,1327.93862031585,132802.434673153,132801.978892586,0.455780566765824,292.785584692034,14999954.1808259,2.32006809313585,12.4217754916014,1101.22453854713,674.716002618733,295.603869069066,0.0363759994506836
16,0.25,1327.93862031585,132802.434673153,132801.978892586,0.455780566765824,298.603239354196,14999950.861903,2.36616841005819,12.1797606863717,1103.96922840329,677.791882449499,301.388399767319,0.0363759994506836
17,0.265625,1327.93862031585,132802.434673153,132801.978892586,0.455780566765824,304.383964370476,14999947.5090337,2.41197611776637,11.9484454119926,1106.65653966853,680.865414460728,307.134928398991,0.0363759994506836
18,0.28125,1327.93862031585,132802.434673153,132801.978892586,0.455780566765824,310.128506987848,14999944.1222299,2.45749713765185,11.7271204660276,1109.28830363957,683.936245465935,312.843646524322,0.0363759994506836
19,0.296875,1327.93862031585,132802.434673153,132801.978892586,0.455780566765824,315.837559366224,14999940.7015135,2.50273695458883,11.5151394257875,1111.866315646,687.004010126861,318.515136820298,0.0363759994506836
20,0.3125,1327.93862031585,132802.434673153,132801.978892586,0.455780566765824,321.511769717643,14999937.2469141,2.54770070520249,11.3119115284268,1114.39233390592,690.06832217589,324.149865503229,0.0363759994506836
21,0.328125,1327.93862031585,132802.434673153,132801.978892586,0.455780566765824,327.151743286507,14999933.7584691,2.59239318563611,11.1168958234588,1116.86807539001,693.128746596666,329.747868071119,0.0363759994506836
22,0.34375,1327.93862031585,132802.434673153,132801.978892586,0.455780566765824,332.758036796738,14999930.2362248,2.63681880754898,10.9295962603323,1119.29520921689,696.184731877309,335.308340075191,0.0363759994506836
