i,x1[i],Tcc,Calor cambra,Calor extreta pel fluid,Calor intercanviada amb l'aire exterior,T3[i],P3[i],v3[i],rho3[i],alfa3[i],T2[i],T4[i],Temps execucio (s)
0,0,1327.93862144882,132801.656679865,132810.529098875,-8.87241901067935,200,15000000,1.5848191492551,18.1846395481194,1049.80443209388,630.394946436237,210.486227846399,0.0600490011274815
1,0.00048828125,1327.93862144882,132801.656679865,132810.529098875,-8.87241901067935,200.212133984614,14999999.9107747,1.58650012869729,18.1653719762541,1049.93105506955,630.397583931318,210.490349253691,0.0600490011274815
2,0.0009765625,1327.93862144882,132801.656679865,132810.529098875,-8.87241901067935,200.424038563609,14999999.8215552,1.58817929032674,18.1461659610435,1050.05749437066,630.402787027293,210.498506107754,0.0600490011274815
3,0.00146484375,1327.93862144882,132801.656679865,132810.529098875,-8.87241901067935,200.635717653186,14999999.7323408,1.58985666517587,18.1270208877435,1050.18375234542,630.410485783048,210.510614229483,0.0600490011274815
4,0.001953125,1327.93862144882,132801.656679865,132810.529098875,-8.87241901067935,200.847175081419,14999999.6431305,1.59153228357874,18.107936154055,1050.30983128716,630.420612157585,210.526591183768,0.0600490011274815
5,0.00244140625,1327.93862144882,132801.656679865,132810.529098875,-8.87241901067935,201.058414590307,14999999.5539236,1.5932061751874,18.0889111698123,1050.43573343753,630.433099958497,210.546356242881,0.0600490011274815
6,0.0029296875,1327.93862144882,132801.656679865,132810.529098875,-8.87241901067935,201.269439837786,14999999.4647193,1.59487836898769,18.0699453566817,1050.56146098597,630.447884791845,210.569830350656,0.0600490011274815
7,0.00341796875,1327.93862144882,132801.656679865,132810.529098875,-8.87241901067935,201.480254399679,14999999.3755168,1.59654889331487,18.0510381478668,1050.68701607179,630.464904013397,210.59693608744,0.0600490011274815
8,0.00390625,1327.93862144882,132801.656679865,132810.529098875,-8.87241901067935,201.690861771617,14999999.2863153,1.59821777586868,18.0321889878224,1050.8124007853,630.484096681183,210.627597635796,0.0600490011274815
9,0.00439453125,1327.93862144882,132801.656679865,132810.529098875,-8.87241901067935,201.901265370896,14999999.1971141,1.59988504372817,18.013397331976,1050.93761716893,630.505403509342,210.661740746946,0.0600490011274815
10,0.0048828125,1327.93862144882,132801.656679865,132810.529098875,-8.87241901067935,202.111468538306,14999999.1079125,1.6015507233661,17.9946626464564,1051.06266721828,630.528766823219,210.699292707939,0.0600490011274815
11,0.00537109375,1327.93862144882,132801.656679865,132810.529098875,-8.87241901067935,202.321474539901,14999999.0187099,1.60321484066308,17.97598440783,1051.18755288341,630.554130515684,210.740182309514,0.0600490011274815
12,0.005859375,1327.93862144882,132801.656679865,132810.529098875,-8.87241901067935,202.531286568743,14999998.9295053,1.60487742092126,17.9573621028439,1051.31227606929,630.581440004624,210.784339814662,0.0600490011274815
13,0.00634765625,1327.93862144882,132801.656679865,132810.529098875,-8.87241901067935,202.740907746588,14999998.8402983,1.60653848887779,17.9387952281755,1051.43683863804,630.610642191602,210.831696927856,0.0600490011274815
14,0.0068359375,1327.93862144882,132801.656679865,132810.529098875,-8.87241901067935,202.950341125546,14999998.7510882,1.60819806871793,17.9202832901896,1051.56124240864,630.641685421624,210.882186764944,0.0600490011274815
15,0.00732421875,1327.93862144882,132801.656679865,132810.529098875,-8.87241901067935,203.159589689691,14999998.6618743,1.60985618408782,17.9018258047013,1051.68548915923,630.674519444007,210.935743823678,0.0600490011274815
16,0.0078125,1327.93862144882,132801.656679865,132810.529098875,-8.87241901067935,203.36865635664,14999998.5726559,1.61151285810697,17.8834222967448,1051.80958062682,630.709095374297,210.992303954883,0.0600490011274815
