i,x1[i],Tcc,Calor cambra,Calor extreta pel fluid,Calor intercanviada amb l'aire exterior,T3[i],P3[i],v3[i],rho3[i],alfa3[i],T2[i],T4[i]
295,0.368749999999998,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,341.660985275758,14999924.5343998,2.70736798096857,10.6447905052977,1122.00865300735,699.665557656564,341.612321189015
296,0.369999999999998,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,342.103855252359,14999924.2468584,2.71087739468827,10.6310101056692,1122.1965683176,699.909315201447,342.051806479161
297,0.371249999999998,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,342.546517027876,14999923.959102,2.71438515876775,10.6172717917616,1122.38419500105,700.153029750051,342.49100274358
298,0.372499999999998,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,342.988970725105,14999923.6711305,2.71789127418012,10.6035753718128,1122.57153381155,700.396700256383,342.92990585074
299,0.373749999999998,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,343.43121645818,14999923.382944,2.72139574182981,10.5899206554882,1122.75858549797,700.640325611855,343.368511416553
300,0.374999999999998,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,343.873254332127,14999923.0945426,2.72489856254914,10.5763074538822,1122.94535080502,700.883904640788,343.806814790269
301,0.376249999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,344.315084442406,14999922.8059264,2.72839973709457,10.5627355795198,1123.13183047118,701.127436095592,344.244811039581
302,0.377499999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,344.756706874418,14999922.5170954,2.73189926614287,10.5492048463598,1123.31802523086,701.370918651592,344.682494934884
303,0.378749999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,345.19812170298,14999922.2280497,2.73539715028695,10.5357150697982,1123.50393581183,701.614350901491,345.119860932636
304,0.379999999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,345.639328991776,14999921.9387894,2.73889339003149,10.5222660666722,1123.68956293668,701.857731349425,345.556903157784
305,0.381249999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,346.080328792768,14999921.6493146,2.74238798578829,10.5088576552662,1123.87490732198,702.101058404594,345.993615385193
306,0.382499999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,346.521121145578,14999921.3596252,2.74588093787136,10.4954896553171,1124.05996967796,702.34433037443,346.429991020024
307,0.383749999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,346.961706076829,14999921.0697215,2.7493722464917,10.4821618880222,1124.24475070801,702.587545457276,346.866023076992
308,0.384999999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,347.402083599447,14999920.7796034,2.75286191175178,10.4688741760469,1124.42925110974,702.830701734525,347.301704158464
309,0.386249999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,347.842253711924,14999920.4892712,2.75634993363968,10.455626343534,1124.61347157245,703.073797162205,347.737026431302
310,0.387499999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,348.282216397532,14999920.1987248,2.75983631202289,10.4424182161142,1124.79741277887,703.316829561947,348.171981602408
311,0.388749999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,348.721971623497,14999919.9079644,2.76332104664174,10.4292496209173,1124.98107540376,703.559796611297,348.606560892872
312,0.389999999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,349.161519340113,14999919.61699,2.76680413710239,10.4161203865855,1125.16446011404,703.802695833331,349.040755010666
313,0.391249999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,349.600859479818,14999919.3258018,2.77028558286949,10.4030303432868,1125.34756756765,704.04552458552,349.474554121782
314,0.392499999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,350.039991956198,14999919.0343999,2.77376538325833,10.389979322731,1125.53039841424,704.288280047782,349.907947819747
315,0.393749999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,350.478916662943,14999918.7427844,2.77724353742653,10.3769671581867,1125.7129532938,704.530959209669,350.340925093399
316,0.394999999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,350.917633472737,14999918.4509554,2.78072004436524,10.363993684499,1125.89523283712,704.773558856628,350.773474292851
317,0.396249999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,351.356142236078,14999918.158913,2.78419490288982,10.3510587381108,1126.07723766457,705.016075555267,351.205583093519
318,0.397499999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,351.794442780033,14999917.8666574,2.78766811162996,10.3381621570835,1126.25896838547,705.258505637541,351.637238458113
319,0.398749999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,352.232534906914,14999917.5741887,2.79113966901917,10.3253037811213,1126.4404255987,705.500845183801,352.068426596483
320,0.399999999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,352.670418392874,14999917.281507,2.79460957328367,10.3124834515966,1126.6216098912,705.743090004608,352.499132923183
321,0.401249999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,353.108092986422,14999916.9886124,2.79807782243066,10.2997010115774,1126.80252183745,705.985235621223,352.929342012638
322,0.402499999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,353.545558406845,14999916.6955053,2.80154441423573,10.2869563058572,1126.98316199893,706.227277244681,353.359037551768
323,0.403749999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,353.982814342539,14999916.4021856,2.80500934622972,10.2742491809869,1127.16353092375,706.469209753346,353.788202289933
324,0.404999999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,354.419860449232,14999916.1086536,2.80847261568459,10.2615794853091,1127.34362914604,706.711027668824,354.216817986041
325,0.406249999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,354.856696348109,14999915.8149094,2.81193421959857,10.2489470689949,1127.52345718403,706.952725130138,354.644865352662
326,0.407499999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,355.293321623818,14999915.5209532,2.81539415468035,10.2363517840838,1127.70301554115,707.194295866006,355.072323996978
327,0.408749999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,355.729735822354,14999915.2267853,2.81885241733237,10.2237934845254,1127.88230470361,707.435733165114,355.499172358388
328,0.409999999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,356.165938448822,14999914.9324058,2.822309003633,10.2112720262252,1128.06132514049,707.677029844219,355.925387642579
329,0.411249999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,356.601928965057,14999914.6378149,2.82576390931777,10.1987872670931,1128.24007730208,707.918178213921,356.350945751869
330,0.412499999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,357.037706787104,14999914.3430129,2.82921712975932,10.1863390670948,1128.41856161953,708.15917004195,356.775821211599
331,0.413749999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,357.473271282545,14999914.048,2.83266865994631,10.1739272883075,1128.59677850352,708.399996513771,357.199987092361
332,0.414999999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,357.908621767663,14999913.7527765,2.83611849446085,10.1615517949788,1128.77472834324,708.640648190313,357.62341492782
333,0.416249999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,358.343757504434,14999913.4573425,2.83956662745473,10.1492124535897,1128.95241150496,708.881114962621,358.046074627887
334,0.417499999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,358.778677697333,14999913.1616985,2.84301305262409,10.1369091329219,1129.12982833119,709.121386003187,358.467934386968
335,0.418749999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,359.213381489954,14999912.8658446,2.84645776318265,10.1246417041292,1129.30697913919,709.36144971374,358.888960587029
336,0.419999999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,359.647867961418,14999912.5697813,2.8499007518332,10.1124100408139,1129.48386421948,709.60129366921,359.309117695157
337,0.421249999999997,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,360.082136122559,14999912.2735087,2.85334201073744,10.1002140191084,1129.66048383405,709.840904557609,359.728368155339
338,0.422499999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,360.516184911888,14999911.9770273,2.85678153148395,10.088053517761,1129.83683821625,710.08026811551,360.146672274099
339,0.423749999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,360.950013191299,14999911.6803374,2.86021930505419,10.0759284182285,1130.01292756697,710.319369058816,360.563988099665
340,0.424999999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,361.383619741521,14999911.3834394,2.86365532178646,10.0638386047741,1130.18875205443,710.558191008457,360.9802712943
341,0.426249999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,361.817003257291,14999911.0863336,2.86708957133762,10.0517839645713,1130.36431181202,710.796716410666,361.395474999396
342,0.427499999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,362.250162342225,14999910.7890206,2.87052204264249,10.0397643878154,1130.53960693586,711.034926451405,361.809549692938
343,0.428749999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,362.683095503384,14999910.4915006,2.87395272387076,10.0277797678405,1130.71463748335,711.272800964543,362.222443038896
344,0.429999999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,363.115801145502,14999910.1937743,2.87738160238125,10.0158300012452,1130.8894034698,711.510318333301,362.634099728093
345,0.431249999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,363.548277564859,14999909.8958421,2.88080866467339,10.003914988026,1131.06390486802,711.747455384485,363.044461310063
346,0.432499999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,363.980522942781,14999909.5977046,2.88423389633567,9.99203463171809,1131.23814160386,711.984187274967,363.453466015396
347,0.433749999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,364.412535338738,14999909.2993621,2.88765728199099,9.98018883954637,1131.41211355459,712.220487369859,363.861048568025
348,0.434999999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,364.84431268302,14999909.0008155,2.89107880523857,9.96837752258473,1131.58582054609,712.456327111742,364.267139986893
349,0.436249999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,365.275852768958,14999908.7020652,2.89449844859237,9.95660059592585,1131.75926234895,712.691675880324,364.671667376391
350,0.437499999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,365.707153244672,14999908.4031119,2.89791619341565,9.94485797886138,1131.93243867686,712.926500841797,365.074553704949
351,0.438749999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,366.138211604301,14999908.1039562,2.90133201985151,9.93314959507331,1132.10534918145,713.160766787151,365.475717571085
352,0.439999999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,366.5690251787,14999907.804599,2.90474590674913,9.92147537283722,1132.27799345055,713.394435958618,365.875072956237
353,0.441249999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,366.999591125559,14999907.505041,2.90815783158552,9.90983524523806,1132.45037100282,713.627467863396,366.272528963593
354,0.442499999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,367.429906418908,14999907.2052829,2.9115677703823,9.89822915039932,1132.62248128477,713.859819073678,366.667989542171
355,0.443749999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,367.859967837975,14999906.9053257,2.91497569761748,9.88665703172633,1132.79432366568,714.091443012024,367.061353195274
356,0.444999999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,368.289771955356,14999906.6051702,2.91838158613164,9.87511883816461,1132.9658974341,714.322289720952,367.452512672478
357,0.446249999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,368.719315124443,14999906.3048174,2.92178540702835,9.86361452447407,1133.13720179219,714.552305615618,367.841354644193
358,0.447499999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,369.148593466081,14999906.0042684,2.92518712956845,9.85214405152021,1133.30823585075,714.781433218322,368.227759357831
359,0.448749999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,369.577602854386,14999905.703524,2.92858672105763,9.84070738658319,1133.47899862432,715.009610873508,368.611600274548
360,0.449999999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,370.006338901693,14999905.4025856,2.93198414672716,9.82930450368602,1133.64948902487,715.236772441813,368.992743685445
361,0.451249999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,370.434796942549,14999905.1014543,2.93537936960709,9.81793538394283,1133.81970585588,715.462846971629,369.371048306102
362,0.452499999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,370.862972016726,14999904.8001314,2.9387723503916,9.80660001592874,1133.98964780605,715.687758346513,369.746364848191
363,0.453749999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,371.290858851164,14999904.4986182,2.94216304729593,9.79529839607239,1134.15931344223,715.911424906673,370.118535566911
364,0.454999999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,371.718451840786,14999904.1969161,2.94555141590432,9.78403052907272,1134.32870120203,716.133759042608,370.487393782864
365,0.456249999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,372.145745028119,14999903.8950266,2.94893740900858,9.77279642834134,1134.49780938652,716.354666758851,370.85276337694
366,0.457499999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,372.572732081631,14999903.5929514,2.95232097643641,9.76159611647226,1134.66663615141,716.574047205616,371.214458256703
367,0.458749999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,372.999406272722,14999903.2906921,2.95570206486902,9.75042962574049,1134.83517949899,716.79179217598,371.572281792672
368,0.459999999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,373.425760451261,14999902.9882506,2.95908061764736,9.7392969986314,1135.00343726788,717.007785566046,371.926026222802
369,0.461249999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,373.851787019596,14999902.6856286,2.96245657456609,9.72819828840273,1135.17140712419,717.221902795372,372.275472023394
370,0.462499999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,374.277477904924,14999902.3828283,2.96582987165471,9.71713355968129,1135.33908655085,717.434010184723,372.620387244554
371,0.463749999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,374.702824529927,14999902.0798517,2.96920044094483,9.7061028890965,1135.50647283563,717.643964288005,372.960526808195
372,0.464999999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,375.127817781562,14999901.7767012,2.97256821022285,9.69510636595306,1135.67356306071,717.851611174993,373.295631766517
373,0.466249999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,375.552447977874,14999901.4733791,2.97593310276701,9.68414409294521,1135.84035408845,718.056785661226,373.62542851873
374,0.467499999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,375.976704832731,14999901.1698879,2.9792950370679,9.67321618691518,1136.00684254968,718.25931048117,373.949627983711
375,0.468749999999996,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,376.400577418315,14999900.8662303,2.98265392653127,9.6623227796586,1136.17302482876,718.458995400465,374.267924726114
376,0.469999999999995,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,376.824054125253,14999900.5624093,2.9860096791621,9.6514640187798,1136.33889704864,718.655636262754,374.579996033353
377,0.471249999999995,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,377.247122620227,14999900.2584277,2.98936219722866,9.64064006860016,1136.5044550546,718.849013966277,374.885500940725
378,0.472499999999995,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,377.669769800891,14999899.9542889,2.99271137690528,9.62985111112284,1136.66969439739,719.038893365037,375.184079201772
379,0.473749999999995,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,378.091981747936,14999899.6499962,2.9960571078925,9.61909734705741,1136.83461031553,719.225022088985,375.475350200867
380,0.474999999999995,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,378.513743674113,14999899.3455533,2.99939927301314,9.60837899690823,1136.99919771602,719.407129277234,375.758911804784
381,0.476249999999995,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,378.935039870016,14999899.0409639,3.00273774778263,9.59769630213056,1137.16345115313,719.584924217902,376.034339149909
382,0.477499999999995,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,379.355853646423,14999898.7362322,3.00607239995216,9.58704952635869,1137.32736480749,719.758094887693,376.301183361501
383,0.478749999999995,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,379.776167272962,14999898.4313625,3.00940308902259,9.57643895671064,1137.49093246319,719.92630638381,376.558970201266
384,0.479999999999995,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,380.195961912875,14999898.1263593,3.01272966572757,9.56586490517442,1137.65414748248,720.089199240281,376.807198639283
385,0.481249999999995,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,380.615217553623,14999897.8212274,3.01605197148361,9.55532771008081,1137.81700278041,720.246387620162,377.045339346125
386,0.482499999999995,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,381.033912933062,14999897.5159721,3.01936983780509,9.54482773766837,1137.97949079633,720.397457374472,377.272833100773
387,0.483749999999995,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,381.452025460904,14999897.2105989,3.02268308568187,9.5343653837465,1138.14160346493,720.541963958045,377.489089109724
388,0.484999999999995,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,381.869531135161,14999896.9051134,3.02599152491722,9.52394107546274,1138.30333218548,720.679430191756,377.693483232419
389,0.486249999999995,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,382.286404453239,14999896.599522,3.02929495342329,9.51355527318118,1138.46466778707,720.8093438598,377.885356107872
390,0.487499999999995,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,382.702618317343,14999896.293831,3.0325931564715,9.50320847247881,1138.62560049411,720.931155129899,378.064011177126
391,0.488749999999995,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,383.118143933817,14999895.9880476,3.03588590589494,9.49290120626772,1138.78611988869,721.044273783389,378.228712595867
392,0.489999999999995,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,383.532950706032,14999895.682179,3.03917295923953,9.48263404705091,1138.94621486927,721.14806624121,378.378683031235
393,0.491249999999995,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,383.947006120396,14999895.3762332,3.04245405886077,9.47240760932064,1139.10587360981,721.241852370798,378.513101336589
394,0.492499999999995,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,384.360275625041,14999895.0702184,3.04572893096244,9.46222255210822,1139.26508351299,721.324902057777,378.631100097627
395,0.493749999999995,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,384.772722500711,14999894.7641434,3.04899728457346,9.4520795816953,1139.42383116226,721.396431525168,378.731763042957
396,0.494999999999995,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,385.184307723349,14999894.4580177,3.05225881045902,9.44197945449691,1139.58210227069,721.455599381604,378.814122311873
397,0.496249999999995,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,385.594989817825,14999894.1518512,3.05551317996148,9.43192298012754,1139.73988162593,721.501502378662,378.877155571697
398,0.497499999999995,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,386.004724702252,14999893.8456546,3.05876004376671,9.421911024662,1139.89715303184,721.533170855996,378.919782976711
399,0.498749999999995,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,386.413465522263,14999893.539439,3.06199903059085,9.41194451410398,1140.05389924756,721.549563851419,378.94086396029
400,0.499999999999995,1327.93862141015,132801.671051487,132810.070477618,-8.3994261305971,386.821162474587,14999893.2332164,3.06522974578227,9.40202443807562,0,0,0
